Time Serie,,,EU/US,change %,c change %,,,UK/US,change %,c change %,,,INDIA/US,change %,c change %,,,SRLNK/US,change %,c change %
6/28/10,,,0.812,0.14%,-13.544%,,,0.6623,-0.75%,12.780%,,,46.2,-0.345%,#VALUE!,,,113.6,0.00%,46.462%
6/29/10,,,0.8205,1.05%,-12.497%,,,0.6631,0.12%,12.901%,,,46.4,0.433%,#VALUE!,,,113.5,-0.09%,46.374%
6/30/10,,,0.8136,-0.84%,-13.338%,,,0.669,0.89%,13.790%,,,46.41,0.022%,#VALUE!,,,113.55,0.04%,46.418%
7/1/10,,,0.8023,-1.39%,-14.727%,,,0.6611,-1.18%,12.610%,,,46.59,0.388%,#VALUE!,,,113.45,-0.09%,46.330%
7/2/10,,,0.7951,-0.90%,-15.624%,,,0.6588,-0.35%,12.262%,,,46.55,-0.086%,#VALUE!,,,113.35,-0.09%,46.242%
7/6/10,,,0.7908,-0.54%,-16.165%,,,0.6588,0.00%,12.262%,,,46.76,0.451%,#VALUE!,,,113.4,0.04%,46.286%
7/7/10,,,0.794,0.40%,-15.760%,,,0.6588,0.00%,12.262%,,,46.96,0.428%,#VALUE!,,,113.35,-0.04%,46.242%
7/8/10,,,0.7885,-0.69%,-16.453%,,,0.6598,0.15%,12.414%,,,46.865,-0.202%,#VALUE!,,,113.43,0.07%,46.312%
7/9/10,,,0.7912,0.34%,-16.110%,,,0.6625,0.41%,12.823%,,,46.66,-0.437%,#VALUE!,,,113.4,-0.03%,46.286%
7/12/10,,,0.7954,0.53%,-15.580%,,,0.666,0.53%,13.351%,,,46.66,0.000%,#VALUE!,,,113.15,-0.22%,46.065%
7/13/10,,,0.7862,-1.16%,-16.736%,,,0.659,-1.05%,12.300%,,,46.74,0.171%,#VALUE!,,,113.05,-0.09%,45.977%
7/14/10,,,0.784,-0.28%,-17.016%,,,0.6543,-0.71%,11.587%,,,46.71,-0.064%,#VALUE!,,,112.95,-0.09%,45.888%
7/15/10,,,0.7756,-1.07%,-18.088%,,,0.6504,-0.60%,10.991%,,,46.5,-0.450%,#VALUE!,,,112.85,-0.09%,45.800%
7/16/10,,,0.7741,-0.19%,-18.281%,,,0.6541,0.57%,11.560%,,,46.7,0.430%,#VALUE!,,,112.7,-0.13%,45.667%
7/19/10,,,0.7714,-0.35%,-18.630%,,,0.6569,0.43%,11.988%,,,47.1,0.857%,#VALUE!,,,112.7,0.00%,45.667%
7/20/10,,,0.7749,0.45%,-18.176%,,,0.6555,-0.21%,11.775%,,,47.23,0.276%,#VALUE!,,,112.8,0.09%,45.756%
7/21/10,,,0.7802,0.68%,-17.492%,,,0.6579,0.37%,12.141%,,,47.08,-0.318%,#VALUE!,,,112.75,-0.04%,45.711%
7/22/10,,,0.775,-0.67%,-18.159%,,,0.6543,-0.55%,11.593%,,,47.12,0.085%,#VALUE!,,,112.72,-0.03%,45.685%
7/23/10,,,0.7768,0.23%,-17.926%,,,0.6483,-0.92%,10.676%,,,46.9,-0.467%,#VALUE!,,,112.72,0.00%,45.685%
7/26/10,,,0.7702,-0.85%,-18.776%,,,0.6456,-0.42%,10.260%,,,47.04,0.299%,#VALUE!,,,112.8,0.07%,45.756%
7/27/10,,,0.7702,0.00%,-18.776%,,,0.6436,-0.31%,9.950%,,,46.25,-1.679%,#VALUE!,,,112.76,-0.04%,45.720%
7/28/10,,,0.7693,-0.12%,-18.893%,,,0.6406,-0.47%,9.484%,,,46.7,0.973%,#VALUE!,,,112.5,-0.23%,45.490%
7/29/10,,,0.7655,-0.49%,-19.387%,,,0.6414,0.12%,9.609%,,,46.53,-0.364%,#VALUE!,,,112.52,0.02%,45.507%
7/30/10,,,0.7652,-0.04%,-19.426%,,,0.6364,-0.78%,8.829%,,,46.35,-0.387%,#VALUE!,,,112.75,0.20%,45.712%
8/2/10,,,0.7591,-0.80%,-20.223%,,,0.629,-1.16%,7.667%,,,46.09,-0.561%,#VALUE!,,,112.45,-0.27%,45.446%
8/3/10,,,0.7553,-0.50%,-20.724%,,,0.6273,-0.27%,7.396%,,,46.11,0.043%,#VALUE!,,,112.3,-0.13%,45.312%
8/4/10,,,0.76,0.62%,-20.101%,,,0.6294,0.33%,7.731%,,,46.02,-0.195%,#VALUE!,,,112.3,0.00%,45.312%
8/5/10,,,0.7601,0.01%,-20.088%,,,0.6305,0.17%,7.906%,,,46.06,0.087%,#VALUE!,,,112.3,0.00%,45.312%
8/6/10,,,0.7529,-0.95%,-21.036%,,,0.6258,-0.75%,7.160%,,,45.94,-0.261%,#VALUE!,,,112.3,0.00%,45.312%
8/9/10,,,0.7552,0.31%,-20.730%,,,0.6272,0.22%,7.384%,,,46.07,0.283%,#VALUE!,,,112.25,-0.04%,45.268%
8/10/10,,,0.7637,1.13%,-19.605%,,,0.6339,1.07%,8.452%,,,46.3,0.499%,#VALUE!,,,112.35,0.09%,45.357%
8/11/10,,,0.7753,1.52%,-18.086%,,,0.6374,0.55%,9.005%,,,46.66,0.778%,#VALUE!,,,112.3,-0.04%,45.312%
8/12/10,,,0.7772,0.25%,-17.841%,,,0.6421,0.74%,9.742%,,,46.7,0.086%,#VALUE!,,,112.3,0.00%,45.312%
8/13/10,,,0.7833,0.78%,-17.056%,,,0.6418,-0.05%,9.695%,,,46.61,-0.193%,#VALUE!,,,112.3,0.00%,45.312%
8/16/10,,,0.7789,-0.56%,-17.617%,,,0.6378,-0.62%,9.072%,,,46.68,0.150%,#VALUE!,,,112.4,0.09%,45.401%
8/17/10,,,0.7758,-0.40%,-18.015%,,,0.6416,0.60%,9.668%,,,46.6,-0.171%,#VALUE!,,,112.35,-0.04%,45.357%
8/18/10,,,0.7769,0.14%,-17.874%,,,0.6402,-0.22%,9.450%,,,46.54,-0.129%,#VALUE!,,,112.4,0.04%,45.401%
8/19/10,,,0.779,0.27%,-17.603%,,,0.6405,0.05%,9.496%,,,46.35,-0.408%,#VALUE!,,,112.35,-0.04%,45.357%
8/20/10,,,0.7882,1.18%,-16.422%,,,0.6445,0.62%,10.121%,,,45.7,-1.402%,#VALUE!,,,112.25,-0.09%,45.268%
8/23/10,,,0.7897,0.19%,-16.232%,,,0.6438,-0.11%,10.012%,,,46.5,1.751%,#VALUE!,,,112.4,0.13%,45.402%
8/24/10,,,0.789,-0.09%,-16.321%,,,0.6464,0.40%,10.416%,,,46.86,0.774%,#VALUE!,,,112.4,0.00%,45.402%
8/25/10,,,0.7904,0.18%,-16.143%,,,0.6468,0.06%,10.478%,,,46.87,0.021%,#VALUE!,,,112.53,0.12%,45.517%
8/26/10,,,0.7863,-0.52%,-16.662%,,,0.6421,-0.73%,9.751%,,,46.78,-0.192%,#VALUE!,,,112.55,0.02%,45.535%
8/27/10,,,0.7834,-0.37%,-17.031%,,,0.644,0.30%,10.047%,,,46.8,0.043%,#VALUE!,,,112.6,0.04%,45.579%
8/30/10,,,0.7883,0.63%,-16.405%,,,0.6463,0.36%,10.404%,,,46.87,0.150%,#VALUE!,,,112.65,0.04%,45.624%
8/31/10,,,0.7872,-0.14%,-16.545%,,,0.6511,0.74%,11.147%,,,47.02,0.320%,#VALUE!,,,112.7,0.04%,45.668%
9/1/10,,,0.7805,-0.85%,-17.396%,,,0.6463,-0.74%,10.410%,,,46.74,-0.595%,#VALUE!,,,112.7,0.00%,45.668%
9/2/10,,,0.7798,-0.09%,-17.486%,,,0.6496,0.51%,10.921%,,,46.65,-0.193%,#VALUE!,,,112.55,-0.13%,45.535%
9/3/10,,,0.7761,-0.47%,-17.960%,,,0.6472,-0.37%,10.551%,,,46.58,-0.150%,#VALUE!,,,112.65,0.09%,45.624%
9/7/10,,,0.786,1.28%,-16.684%,,,0.653,0.90%,11.447%,,,46.82,0.515%,#VALUE!,,,112.57,-0.07%,45.553%
9/8/10,,,0.7857,-0.04%,-16.723%,,,0.6446,-1.29%,10.161%,,,46.5,-0.683%,#VALUE!,,,112.65,0.07%,45.624%
9/9/10,,,0.7869,0.15%,-16.570%,,,0.6473,0.42%,10.580%,,,46.3,-0.430%,#VALUE!,,,112.4,-0.22%,45.402%
9/10/10,,,0.7855,-0.18%,-16.748%,,,0.6499,0.40%,10.981%,,,46.28,-0.043%,#VALUE!,,,112.4,0.00%,45.402%
9/13/10,,,0.7758,-1.23%,-17.983%,,,0.6466,-0.51%,10.474%,,,46.26,-0.043%,#VALUE!,,,112.4,0.00%,45.402%
9/14/10,,,0.7684,-0.95%,-18.937%,,,0.6427,-0.60%,9.870%,,,46.15,-0.238%,#VALUE!,,,112.4,0.00%,45.402%
9/15/10,,,0.7688,0.05%,-18.884%,,,0.6393,-0.53%,9.341%,,,46.23,0.173%,#VALUE!,,,112.45,0.04%,45.447%
9/16/10,,,0.7646,-0.55%,-19.431%,,,0.6405,0.19%,9.529%,,,46.14,-0.195%,#VALUE!,,,112.28,-0.15%,45.295%
9/17/10,,,0.7665,0.25%,-19.182%,,,0.6396,-0.14%,9.389%,,,45.88,-0.564%,#VALUE!,,,112.4,0.11%,45.402%
9/20/10,,,0.7649,-0.21%,-19.391%,,,0.6425,0.45%,9.842%,,,45.65,-0.501%,#VALUE!,,,112.35,-0.04%,45.358%
9/21/10,,,0.7613,-0.47%,-19.862%,,,0.643,0.08%,9.920%,,,45.59,-0.131%,#VALUE!,,,112.36,0.01%,45.367%
9/22/10,,,0.7471,-1.87%,-21.727%,,,0.639,-0.62%,9.298%,,,45.56,-0.066%,#VALUE!,,,112.36,0.00%,45.367%
9/23/10,,,0.7494,0.31%,-21.419%,,,0.636,-0.47%,8.828%,,,45.56,0.000%,#VALUE!,,,112.35,-0.01%,45.358%
9/24/10,,,0.7421,-0.97%,-22.393%,,,0.6318,-0.66%,8.168%,,,45.1,-1.010%,#VALUE!,,,112.15,-0.18%,45.180%
9/27/10,,,0.7421,0.00%,-22.393%,,,0.6309,-0.14%,8.025%,,,44.94,-0.355%,#VALUE!,,,111.75,-0.36%,44.823%
9/28/10,,,0.7362,-0.80%,-23.188%,,,0.6326,0.27%,8.295%,,,45.04,0.223%,#VALUE!,,,111.75,0.00%,44.823%
9/29/10,,,0.7332,-0.41%,-23.596%,,,0.6324,-0.03%,8.263%,,,44.8,-0.533%,#VALUE!,,,111.74,-0.01%,44.814%
9/30/10,,,0.7352,0.27%,-23.323%,,,0.6357,0.52%,8.785%,,,44.56,-0.536%,#VALUE!,,,111.7,-0.04%,44.778%
10/1/10,,,0.7271,-1.10%,-24.425%,,,0.6318,-0.61%,8.172%,,,44.41,-0.337%,#VALUE!,,,111.75,0.04%,44.823%
10/4/10,,,0.7306,0.48%,-23.943%,,,0.631,-0.13%,8.045%,,,44.55,0.315%,#VALUE!,,,111.7,-0.04%,44.778%
10/5/10,,,0.7229,-1.05%,-24.997%,,,0.6283,-0.43%,7.617%,,,44.46,-0.202%,#VALUE!,,,111.58,-0.11%,44.671%
10/6/10,,,0.7182,-0.65%,-25.647%,,,0.6288,0.08%,7.697%,,,44.25,-0.472%,#VALUE!,,,111.7,0.11%,44.779%
10/7/10,,,0.7183,0.01%,-25.633%,,,0.6277,-0.17%,7.522%,,,44.21,-0.090%,#VALUE!,,,111.68,-0.02%,44.761%
10/8/10,,,0.7182,-0.01%,-25.647%,,,0.6269,-0.13%,7.394%,,,44.39,0.407%,#VALUE!,,,111.65,-0.03%,44.734%
10/12/10,,,0.7222,0.56%,-25.090%,,,0.633,0.97%,8.367%,,,44.55,0.360%,#VALUE!,,,111.6,-0.04%,44.689%
10/13/10,,,0.7161,-0.84%,-25.935%,,,0.6312,-0.28%,8.083%,,,44.35,-0.449%,#VALUE!,,,111.7,0.09%,44.779%
10/14/10,,,0.7109,-0.73%,-26.661%,,,0.6253,-0.93%,7.148%,,,44.05,-0.676%,#VALUE!,,,111.7,0.00%,44.779%
10/15/10,,,0.7144,0.49%,-26.169%,,,0.6239,-0.22%,6.924%,,,44.15,0.227%,#VALUE!,,,111.75,0.04%,44.823%
10/18/10,,,0.7154,0.14%,-26.029%,,,0.6287,0.77%,7.694%,,,44.26,0.249%,#VALUE!,,,111.67,-0.07%,44.752%
10/19/10,,,0.7232,1.09%,-24.939%,,,0.6354,1.07%,8.759%,,,44.3,0.090%,#VALUE!,,,111.8,0.12%,44.868%
10/20/10,,,0.7169,-0.87%,-25.810%,,,0.6306,-0.76%,8.004%,,,44.25,-0.113%,#VALUE!,,,111.67,-0.12%,44.752%
10/21/10,,,0.7157,-0.17%,-25.977%,,,0.6348,0.67%,8.670%,,,44.25,0.000%,#VALUE!,,,111.7,0.03%,44.779%
10/22/10,,,0.7192,0.49%,-25.488%,,,0.6379,0.49%,9.158%,,,44.52,0.610%,#VALUE!,,,111.64,-0.05%,44.725%
10/25/10,,,0.715,-0.58%,-26.072%,,,0.635,-0.45%,8.704%,,,44.39,-0.292%,#VALUE!,,,111.65,0.01%,44.734%
10/26/10,,,0.7208,0.81%,-25.261%,,,0.6301,-0.77%,7.932%,,,44.54,0.338%,#VALUE!,,,111.67,0.02%,44.752%
10/27/10,,,0.7253,0.62%,-24.637%,,,0.6336,0.56%,8.488%,,,44.4,-0.314%,#VALUE!,,,111.53,-0.13%,44.627%
10/28/10,,,0.7179,-1.02%,-25.657%,,,0.6272,-1.01%,7.477%,,,44.36,-0.090%,#VALUE!,,,111.6,0.06%,44.689%
10/29/10,,,0.7197,0.25%,-25.406%,,,0.6242,-0.48%,6.999%,,,44.44,0.180%,#VALUE!,,,111.6,0.00%,44.689%
11/1/10,,,0.72,0.04%,-25.364%,,,0.6231,-0.18%,6.823%,,,44.36,-0.180%,#VALUE!,,,111.65,0.04%,44.734%
11/2/10,,,0.713,-0.97%,-26.337%,,,0.6246,0.24%,7.064%,,,44,-0.812%,#VALUE!,,,111.65,0.00%,44.734%
11/3/10,,,0.7136,0.08%,-26.253%,,,0.6219,-0.43%,6.631%,,,44.38,0.864%,#VALUE!,,,111.65,0.00%,44.734%
11/4/10,,,0.703,-1.49%,-27.738%,,,0.6142,-1.24%,5.393%,,,44.08,-0.676%,#VALUE!,,,111.55,-0.09%,44.645%
11/5/10,,,0.7126,1.37%,-26.372%,,,0.6169,0.44%,5.833%,,,43.9,-0.408%,#VALUE!,,,111.4,-0.13%,44.510%
11/8/10,,,0.718,0.76%,-25.615%,,,0.6192,0.37%,6.206%,,,44.29,0.888%,#VALUE!,,,111.48,0.07%,44.582%
11/9/10,,,0.7212,0.45%,-25.169%,,,0.6231,0.63%,6.835%,,,44.25,-0.090%,#VALUE!,,,111.58,0.09%,44.672%
11/10/10,,,0.7284,1.00%,-24.171%,,,0.6222,-0.14%,6.691%,,,44.28,0.068%,#VALUE!,,,111.62,0.04%,44.707%
11/12/10,,,0.7299,0.21%,-23.965%,,,0.6184,-0.61%,6.080%,,,44.78,1.129%,#VALUE!,,,111.6,-0.02%,44.690%
11/15/10,,,0.7345,0.63%,-23.334%,,,0.6225,0.66%,6.743%,,,45.11,0.737%,#VALUE!,,,111.68,0.07%,44.761%
11/16/10,,,0.7398,0.72%,-22.613%,,,0.6297,1.16%,7.900%,,,45.51,0.887%,#VALUE!,,,111.68,0.00%,44.761%
11/17/10,,,0.7377,-0.28%,-22.897%,,,0.6273,-0.38%,7.519%,,,45.09,-0.923%,#VALUE!,,,111.45,-0.21%,44.555%
11/18/10,,,0.7343,-0.46%,-23.358%,,,0.6246,-0.43%,7.088%,,,45.14,0.111%,#VALUE!,,,111.65,0.18%,44.735%
11/19/10,,,0.7324,-0.26%,-23.616%,,,0.6265,0.30%,7.393%,,,45.25,0.244%,#VALUE!,,,111.65,0.00%,44.735%
11/22/10,,,0.7346,0.30%,-23.316%,,,0.6277,0.19%,7.584%,,,45.48,0.508%,#VALUE!,,,111.35,-0.27%,44.466%
11/23/10,,,0.7469,1.67%,-21.642%,,,0.632,0.69%,8.269%,,,45.56,0.176%,#VALUE!,,,111.3,-0.04%,44.421%
11/24/10,,,0.7491,0.29%,-21.347%,,,0.634,0.32%,8.586%,,,45.72,0.351%,#VALUE!,,,111.2,-0.09%,44.331%
11/26/10,,,0.7551,0.80%,-20.546%,,,0.6404,1.01%,9.595%,,,45.82,0.219%,#VALUE!,,,111.42,0.20%,44.529%
11/29/10,,,0.7638,1.15%,-19.394%,,,0.6428,0.37%,9.970%,,,45.8,-0.044%,#VALUE!,,,111.4,-0.02%,44.511%
11/30/10,,,0.7671,0.43%,-18.962%,,,0.6419,-0.14%,9.830%,,,45.83,0.066%,#VALUE!,,,111.35,-0.04%,44.466%
12/1/10,,,0.7605,-0.86%,-19.822%,,,0.6409,-0.16%,9.674%,,,45.29,-1.178%,#VALUE!,,,111.14,-0.19%,44.278%
12/2/10,,,0.756,-0.59%,-20.414%,,,0.6406,-0.05%,9.627%,,,45.09,-0.442%,#VALUE!,,,111.22,0.07%,44.350%
12/3/10,,,0.7481,-1.04%,-21.459%,,,0.636,-0.72%,8.909%,,,44.9,-0.421%,#VALUE!,,,111.23,0.01%,44.359%
12/6/10,,,0.7533,0.70%,-20.764%,,,0.6378,0.28%,9.192%,,,44.89,-0.022%,#VALUE!,,,111.15,-0.07%,44.287%
12/7/10,,,0.7506,-0.36%,-21.122%,,,0.6328,-0.78%,8.408%,,,44.7,-0.423%,#VALUE!,,,111.1,-0.04%,44.242%
12/8/10,,,0.7552,0.61%,-20.509%,,,0.6332,0.06%,8.471%,,,45,0.671%,#VALUE!,,,110.85,-0.23%,44.017%
12/9/10,,,0.7572,0.26%,-20.245%,,,0.6356,0.38%,8.850%,,,45.13,0.289%,#VALUE!,,,110.83,-0.02%,43.999%
12/10/10,,,0.7552,-0.26%,-20.509%,,,0.6326,-0.47%,8.378%,,,45.1,-0.066%,#VALUE!,,,110.9,0.06%,44.062%
12/13/10,,,0.7469,-1.10%,-21.608%,,,0.6296,-0.47%,7.904%,,,45.18,0.177%,#VALUE!,,,110.84,-0.05%,44.008%
12/14/10,,,0.7465,-0.05%,-21.661%,,,0.6331,0.56%,8.460%,,,45.01,-0.376%,#VALUE!,,,110.71,-0.12%,43.890%
12/15/10,,,0.7515,0.67%,-20.992%,,,0.6405,1.17%,9.629%,,,45.38,0.822%,#VALUE!,,,110.85,0.13%,44.017%
12/16/10,,,0.7572,0.76%,-20.233%,,,0.6405,0.00%,9.629%,,,45.54,0.353%,#VALUE!,,,111,0.14%,44.152%
12/17/10,,,0.7602,0.40%,-19.837%,,,0.646,0.86%,10.488%,,,45.16,-0.834%,#VALUE!,,,111.05,0.05%,44.197%
12/20/10,,,0.762,0.24%,-19.600%,,,0.6443,-0.26%,10.225%,,,45.4,0.531%,#VALUE!,,,111.15,0.09%,44.287%
12/21/10,,,0.7616,-0.05%,-19.653%,,,0.6467,0.37%,10.597%,,,45.19,-0.463%,#VALUE!,,,111.2,0.04%,44.332%
12/22/10,,,0.764,0.32%,-19.337%,,,0.6498,0.48%,11.076%,,,45.05,-0.310%,#VALUE!,,,111.18,-0.02%,44.314%
12/23/10,,,0.7633,-0.09%,-19.429%,,,0.6494,-0.06%,11.015%,,,45.06,0.022%,#VALUE!,,,110.89,-0.26%,44.054%
12/27/10,,,0.7607,-0.34%,-19.770%,,,0.6501,0.11%,11.123%,,,45.26,0.444%,#VALUE!,,,111.15,0.23%,44.288%
12/28/10,,,0.7621,0.18%,-19.586%,,,0.651,0.14%,11.261%,,,45,-0.574%,#VALUE!,,,110.9,-0.22%,44.063%
12/29/10,,,0.7586,-0.46%,-20.045%,,,0.6467,-0.66%,10.601%,,,44.97,-0.067%,#VALUE!,,,110.93,0.03%,44.090%
12/30/10,,,0.7536,-0.66%,-20.704%,,,0.6497,0.46%,11.064%,,,44.8,-0.378%,#VALUE!,,,110.9,-0.03%,44.063%
1/3/11,,,0.7479,-0.76%,-21.460%,,,0.6456,-0.63%,10.433%,,,44.59,-0.469%,#VALUE!,,,110.9,0.00%,44.063%
1/4/11,,,0.7515,0.48%,-20.979%,,,0.6416,-0.62%,9.814%,,,44.9,0.695%,#VALUE!,,,110.8,-0.09%,43.973%
1/5/11,,,0.7592,1.02%,-19.954%,,,0.6453,0.58%,10.391%,,,45.35,1.002%,#VALUE!,,,110.8,0.00%,43.973%
1/6/11,,,0.7676,1.11%,-18.848%,,,0.6456,0.05%,10.437%,,,45.15,-0.441%,#VALUE!,,,110.78,-0.02%,43.955%
1/7/11,,,0.7726,0.65%,-18.197%,,,0.6427,-0.45%,9.988%,,,45.35,0.443%,#VALUE!,,,110.8,0.02%,43.973%
1/10/11,,,0.7725,-0.01%,-18.210%,,,0.6417,-0.16%,9.832%,,,45.36,0.022%,#VALUE!,,,110.75,-0.05%,43.928%
1/11/11,,,0.7705,-0.26%,-18.468%,,,0.6399,-0.28%,9.552%,,,45.08,-0.617%,#VALUE!,,,110.6,-0.14%,43.792%
1/12/11,,,0.7653,-0.67%,-19.143%,,,0.6363,-0.56%,8.989%,,,45.02,-0.133%,#VALUE!,,,110.7,0.09%,43.883%
1/13/11,,,0.7483,-2.22%,-21.365%,,,0.6301,-0.97%,8.015%,,,45.02,0.000%,#VALUE!,,,110.72,0.02%,43.901%
1/14/11,,,0.7503,0.27%,-21.097%,,,0.63,-0.02%,7.999%,,,45.41,0.866%,#VALUE!,,,110.72,0.00%,43.901%
1/18/11,,,0.7463,-0.53%,-21.631%,,,0.625,-0.79%,7.205%,,,45.32,-0.198%,#VALUE!,,,110.78,0.05%,43.955%
1/19/11,,,0.741,-0.71%,-22.341%,,,0.6254,0.06%,7.269%,,,45.5,0.397%,#VALUE!,,,110.78,0.00%,43.955%
1/20/11,,,0.7439,0.39%,-21.949%,,,0.6299,0.72%,7.989%,,,45.77,0.593%,#VALUE!,,,110.9,0.11%,44.063%
1/21/11,,,0.7363,-1.02%,-22.971%,,,0.6251,-0.76%,7.227%,,,45.58,-0.415%,#VALUE!,,,111,0.09%,44.153%
1/24/11,,,0.7324,-0.53%,-23.501%,,,0.6252,0.02%,7.243%,,,45.51,-0.154%,#VALUE!,,,110.82,-0.16%,43.991%
1/25/11,,,0.7329,0.07%,-23.432%,,,0.6322,1.12%,8.362%,,,45.7,0.417%,#VALUE!,,,110.85,0.03%,44.018%
1/26/11,,,0.7306,-0.31%,-23.746%,,,0.6295,-0.43%,7.935%,,,45.46,-0.525%,#VALUE!,,,110.75,-0.09%,43.928%
1/27/11,,,0.7306,0.00%,-23.746%,,,0.6287,-0.13%,7.808%,,,45.68,0.484%,#VALUE!,,,111.05,0.27%,44.199%
1/28/11,,,0.7349,0.59%,-23.158%,,,0.6314,0.43%,8.238%,,,45.83,0.328%,#VALUE!,,,111.05,0.00%,44.199%
1/31/11,,,0.7291,-0.79%,-23.947%,,,0.6234,-1.27%,6.971%,,,45.92,0.196%,#VALUE!,,,110.85,-0.18%,44.019%
2/1/11,,,0.725,-0.56%,-24.509%,,,0.6202,-0.51%,6.457%,,,45.65,-0.588%,#VALUE!,,,110.75,-0.09%,43.929%
2/2/11,,,0.7257,0.10%,-24.413%,,,0.6185,-0.27%,6.183%,,,45.55,-0.219%,#VALUE!,,,110.9,0.14%,44.064%
2/3/11,,,0.7324,0.92%,-23.489%,,,0.6189,0.06%,6.248%,,,45.66,0.241%,#VALUE!,,,110.8,-0.09%,43.974%
2/4/11,,,0.7362,0.52%,-22.971%,,,0.6215,0.42%,6.668%,,,45.6,-0.131%,#VALUE!,,,110.7,-0.09%,43.884%
2/7/11,,,0.7376,0.19%,-22.780%,,,0.6207,-0.13%,6.539%,,,45.35,-0.548%,#VALUE!,,,110.75,0.05%,43.929%
2/8/11,,,0.7306,-0.95%,-23.729%,,,0.6215,0.13%,6.668%,,,45.15,-0.441%,#VALUE!,,,110.92,0.15%,44.082%
2/9/11,,,0.7306,0.00%,-23.729%,,,0.6215,0.00%,6.668%,,,45.36,0.465%,#VALUE!,,,110.9,-0.02%,44.064%
2/10/11,,,0.7333,0.37%,-23.360%,,,0.6199,-0.26%,6.411%,,,45.64,0.617%,#VALUE!,,,110.98,0.07%,44.137%
2/11/11,,,0.7396,0.86%,-22.501%,,,0.6255,0.90%,7.314%,,,45.6,-0.088%,#VALUE!,,,111,0.02%,44.155%
2/14/11,,,0.7422,0.35%,-22.149%,,,0.6241,-0.22%,7.090%,,,45.44,-0.351%,#VALUE!,,,110.75,-0.23%,43.929%
2/15/11,,,0.7411,-0.15%,-22.297%,,,0.62,-0.66%,6.433%,,,45.41,-0.066%,#VALUE!,,,110.75,0.00%,43.929%
2/16/11,,,0.7382,-0.39%,-22.689%,,,0.6225,0.40%,6.837%,,,45.4,-0.022%,#VALUE!,,,110.75,0.00%,43.929%
2/17/11,,,0.7346,-0.49%,-23.176%,,,0.6184,-0.66%,6.178%,,,45.25,-0.330%,#VALUE!,,,110.75,0.00%,43.929%
2/18/11,,,0.7314,-0.44%,-23.612%,,,0.6156,-0.45%,5.725%,,,45.1,-0.331%,#VALUE!,,,110.85,0.09%,44.020%
2/22/11,,,0.732,0.08%,-23.530%,,,0.62,0.71%,6.440%,,,45.15,0.111%,#VALUE!,,,110.9,0.05%,44.065%
2/23/11,,,0.7268,-0.71%,-24.240%,,,0.6165,-0.56%,5.875%,,,45.06,-0.199%,#VALUE!,,,110.65,-0.23%,43.839%
2/24/11,,,0.725,-0.25%,-24.488%,,,0.6209,0.71%,6.589%,,,45.4,0.755%,#VALUE!,,,110.74,0.08%,43.921%
2/25/11,,,0.7269,0.26%,-24.226%,,,0.622,0.18%,6.766%,,,45.26,-0.308%,#VALUE!,,,110.75,0.01%,43.930%
2/28/11,,,0.725,-0.26%,-24.487%,,,0.6155,-1.05%,5.721%,,,45.18,-0.177%,#VALUE!,,,110.75,0.00%,43.930%
3/1/11,,,0.724,-0.14%,-24.625%,,,0.6132,-0.37%,5.348%,,,44.82,-0.797%,#VALUE!,,,110.7,-0.05%,43.885%
3/2/11,,,0.721,-0.41%,-25.040%,,,0.6131,-0.02%,5.331%,,,44.81,-0.022%,#VALUE!,,,110.7,0.00%,43.885%
3/3/11,,,0.717,-0.55%,-25.594%,,,0.6148,0.28%,5.608%,,,45.04,0.513%,#VALUE!,,,110.65,-0.05%,43.839%
3/4/11,,,0.7152,-0.25%,-25.845%,,,0.6154,0.10%,5.706%,,,44.89,-0.333%,#VALUE!,,,110.35,-0.27%,43.568%
3/7/11,,,0.7155,0.04%,-25.804%,,,0.6171,0.28%,5.982%,,,44.95,0.134%,#VALUE!,,,110.25,-0.09%,43.478%
3/8/11,,,0.7188,0.46%,-25.342%,,,0.6187,0.26%,6.242%,,,45.03,0.178%,#VALUE!,,,110,-0.23%,43.251%
3/9/11,,,0.7191,0.04%,-25.301%,,,0.6172,-0.24%,5.999%,,,44.88,-0.333%,#VALUE!,,,109.95,-0.05%,43.205%
3/10/11,,,0.7234,0.60%,-24.703%,,,0.6225,0.86%,6.858%,,,45.17,0.646%,#VALUE!,,,109.98,0.03%,43.233%
3/11/11,,,0.7213,-0.29%,-24.993%,,,0.6237,0.19%,7.051%,,,45.24,0.155%,#VALUE!,,,110,0.02%,43.251%
3/14/11,,,0.7156,-0.79%,-25.783%,,,0.618,-0.91%,6.137%,,,44.99,-0.553%,#VALUE!,,,110.15,0.14%,43.387%
3/15/11,,,0.7159,0.04%,-25.741%,,,0.6225,0.73%,6.865%,,,45.22,0.511%,#VALUE!,,,110.4,0.23%,43.614%
3/16/11,,,0.7183,0.34%,-25.406%,,,0.6239,0.22%,7.090%,,,45,-0.487%,#VALUE!,,,110.15,-0.23%,43.388%
3/17/11,,,0.7132,-0.71%,-26.116%,,,0.6195,-0.71%,6.385%,,,45.12,0.267%,#VALUE!,,,110.3,0.14%,43.524%
3/18/11,,,0.7072,-0.84%,-26.957%,,,0.6178,-0.27%,6.110%,,,45.06,-0.133%,#VALUE!,,,110.4,0.09%,43.615%
